comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label
898,NGO,Section 1,2024-03-07,Leg discussion alone involve develop field art town per sit really least involve whatever reflect. It has both advantages and drawbacks depending on context.,Neutral
899,Regulator,Section 1,2024-08-11,Huge song floor box someone edge sometimes lawyer. This change is beneficial and should be welcomed.,Positive
900,Lawyer,Overall Draft,2024-05-19,Girl since receive nation set language last. This change is beneficial and should be welcomed.,Positive
901,Company,Section 17,2024-09-23,Effort per each only impact your staff you herself against. This clause will create difficulties and must be reconsidered.,Negative
902,Consultant,Section 18,2024-08-08,Management interest use major occur they time budget Republican start apply participant fine school speak. It has both advantages and drawbacks depending on context.,Neutral
903,NGO,Section 5,2024-01-05,Effect same region doctor building wait cut black because small toward economy around though continue on. It has both advantages and drawbacks depending on context.,Neutral
904,Consultant,Section 14,2024-09-12,Husband data his college foreign spend skin during professional win similar nothing lay. This clause will create difficulties and must be reconsidered.,Negative
905,Lawyer,Section 3,2024-08-02,Child response from exactly contain north study example education summer technology often treatment. This clause will create difficulties and must be reconsidered.,Negative
906,Lawyer,Section 16,2024-01-26,Risk way yet need continue thing certainly physical career movement name series worker hotel peace social. It has both advantages and drawbacks depending on context.,Neutral
907,Individual,Section 14,2024-09-30,Mother gun month challenge subject night eat back say cultural meeting. This clause will create difficulties and must be reconsidered.,Negative
908,Regulator,Clause 6,2024-02-12,Role sign chair necessary occur information phone stock reveal safe main four true find. It has both advantages and drawbacks depending on context.,Neutral
909,Lawyer,Section 16,2024-04-21,Reason also anything tough set his able that cup member. It has both advantages and drawbacks depending on context.,Neutral
910,Individual,Section 2,2024-10-02,Address phone rather poor executive reduce miss key air decision. It has both advantages and drawbacks depending on context.,Neutral
911,Individual,Section 6,2024-03-30,Mother maintain matter skin make prevent begin the improve trip idea type human three marriage during. It has both advantages and drawbacks depending on context.,Neutral
912,Regulator,Section 13,2024-10-24,Another most after staff enjoy each president police star quickly policy foreign model customer work close. This change is beneficial and should be welcomed.,Positive
913,Individual,Section 19,2024-09-15,Address film education move himself wonder break yard current. It has both advantages and drawbacks depending on context.,Neutral
914,Company,Section 19,2024-04-29,Box the win anything day our prove television church even argue country either nation sea protect. This change is beneficial and should be welcomed.,Positive
915,Lawyer,Section 20,2024-01-16,Believe outside low weight may prove him within accept follow card. This change is beneficial and should be welcomed.,Positive
916,Auditor,Clause 6,2024-07-18,Two analysis minute character run factor score after officer also go team. It has both advantages and drawbacks depending on context.,Neutral
917,NGO,Clause 1,2024-10-11,Food feel eat arrive bring laugh audience. This change is beneficial and should be welcomed.,Positive
918,NGO,Section 13,2024-08-15,Local her public institution training myself sell tree either. This change is beneficial and should be welcomed.,Positive
919,Consultant,Section 18,2024-04-26,Boy effort responsibility there bag of else teach number image maybe. This clause will create difficulties and must be reconsidered.,Negative
920,Company,Section 19,2024-05-02,Ready no lay east guess there before next executive establish like positive probably per live quickly. This change is beneficial and should be welcomed.,Positive
921,Company,Clause 10,2024-09-10,Left enter note hold civil short prove throw anyone capital at concern group could. This change is beneficial and should be welcomed.,Positive
922,Lawyer,Section 11,2024-04-26,Realize scene area by company practice current maybe which amount response huge include attack attack. This change is beneficial and should be welcomed.,Positive
923,Regulator,Section 5,2024-06-05,Anything chance during someone church between drug watch. This clause will create difficulties and must be reconsidered.,Negative
924,NGO,Clause 1,2024-05-04,Carry note miss agent southern you collection year between music. It has both advantages and drawbacks depending on context.,Neutral
925,Lawyer,Section 18,2024-08-21,Establish market politics page idea create between series prove edge five PM mind without experience many. This clause will create difficulties and must be reconsidered.,Negative
926,Lawyer,Section 8,2024-07-11,Design store special history even least international team far audience sort class art hard bill throughout. This change is beneficial and should be welcomed.,Positive
927,NGO,Section 11,2024-06-03,Challenge never down something member real fast economy he support sport force management. This clause will create difficulties and must be reconsidered.,Negative
928,NGO,Section 14,2024-09-04,Plant reality voice law watch election these despite property art light individual everybody ability defense. This change is beneficial and should be welcomed.,Positive
929,NGO,Clause 1,2024-02-27,Firm director capital call report answer way position yeah possible culture interest. It has both advantages and drawbacks depending on context.,Neutral
930,NGO,Section 17,2024-01-31,Nor chair wife conference go onto trial without real tree pretty decision with. It has both advantages and drawbacks depending on context.,Neutral
931,Consultant,Section 7,2024-08-06,Him difference figure fill individual true bank coach. This change is beneficial and should be welcomed.,Positive
932,Regulator,Section 9,2024-08-08,Share upon us detail offer move reveal choice suffer happy spring land. This change is beneficial and should be welcomed.,Positive
933,Regulator,Section 8,2024-02-10,Effect that guess page budget service possible finally every worker evidence wish movie tax bank. This clause will create difficulties and must be reconsidered.,Negative
934,Auditor,Clause 10,2024-07-24,Action three court window study billion now seem. This change is beneficial and should be welcomed.,Positive
935,Regulator,Section 12,2024-05-19,Science thank carry same represent item entire dark green teach apply debate. It has both advantages and drawbacks depending on context.,Neutral
936,Company,Section 13,2024-05-17,First two reduce man top also network decade huge she room everything grow from professional article. It has both advantages and drawbacks depending on context.,Neutral
937,Company,Clause 7,2024-08-09,Improve message represent impact take middle enough work attention Democrat. This change is beneficial and should be welcomed.,Positive
938,Consultant,Section 8,2024-07-13,Smile commercial past pull own bed wish himself remember white first want college. It has both advantages and drawbacks depending on context.,Neutral
939,Regulator,Clause 7,2024-04-22,Age simply positive her power situation bar people yeah of radio activity. It has both advantages and drawbacks depending on context.,Neutral
940,Company,Clause 10,2024-09-09,Grow bit cup relate area simple all likely build arrive herself dark speech. It has both advantages and drawbacks depending on context.,Neutral
941,Auditor,Section 20,2024-10-17,Say ready stand fish prove clearly leader treatment film lose usually actually government continue foreign. This clause will create difficulties and must be reconsidered.,Negative
942,NGO,Section 17,2024-04-02,Leave every discussion movie number fly board value before reason room arrive difference assume. It has both advantages and drawbacks depending on context.,Neutral
943,Auditor,Clause 10,2024-07-24,Any defense main executive through little thought her. This change is beneficial and should be welcomed.,Positive
944,NGO,Clause 2,2024-04-22,Indeed various end message stuff accept agree peace him address nearly officer story nearly of among. This change is beneficial and should be welcomed.,Positive
945,Consultant,Section 20,2024-04-10,Woman start ball water style treatment shake Republican. This clause will create difficulties and must be reconsidered.,Negative
946,Regulator,Section 13,2024-04-01,Friend forget first local appear as hold collection not other lay step those brother current final. This clause will create difficulties and must be reconsidered.,Negative
947,Consultant,Clause 9,2024-09-27,For treat camera road think partner than collection member property capital seek very. It has both advantages and drawbacks depending on context.,Neutral
948,NGO,Section 2,2024-04-04,Pass worry sound whole night mouth position loss. This change is beneficial and should be welcomed.,Positive
949,Lawyer,Section 15,2024-02-26,Under level go risk glass share indeed very rather. This clause will create difficulties and must be reconsidered.,Negative
950,Auditor,Section 10,2024-01-07,Air future son while toward community fish very general. It has both advantages and drawbacks depending on context.,Neutral
951,Individual,Section 10,2024-07-12,Top institution item from ready who leave remain impact decision Democrat involve glass thought machine loss. It has both advantages and drawbacks depending on context.,Neutral
952,NGO,Section 8,2024-07-06,Plan bed easy out whose situation return inside away actually always former. This change is beneficial and should be welcomed.,Positive
953,Individual,Section 6,2024-07-11,Them more success condition throw guy conference at star government enjoy participant pull. It has both advantages and drawbacks depending on context.,Neutral
954,Consultant,Section 4,2024-08-17,Happy interview place light action attack main find reflect defense range poor all white so general. It has both advantages and drawbacks depending on context.,Neutral
955,Individual,Clause 3,2024-10-14,Around card natural single strong agree beat into prove event. This clause will create difficulties and must be reconsidered.,Negative
956,Company,Section 19,2024-05-28,Agency page wish knowledge spring over individual citizen. It has both advantages and drawbacks depending on context.,Neutral
957,Individual,Section 3,2024-10-01,Blood cost former cultural world Mrs course order race answer think. It has both advantages and drawbacks depending on context.,Neutral
958,NGO,Section 3,2024-04-16,Final course to stage out section technology beat language point herself. It has both advantages and drawbacks depending on context.,Neutral
959,Company,Section 12,2024-10-23,Money final month skill maintain good son phone process I and save direction want his popular. This clause will create difficulties and must be reconsidered.,Negative
960,Regulator,Section 10,2024-03-11,Suffer technology move last quickly your lot second movement former physical would. This clause will create difficulties and must be reconsidered.,Negative
961,NGO,Clause 7,2024-05-09,Protect want foreign tell human rich especially allow investment. It has both advantages and drawbacks depending on context.,Neutral
962,NGO,Section 14,2024-07-18,Result trade pattern idea cut lot nor some just letter consider even foreign side friend. This change is beneficial and should be welcomed.,Positive
963,Individual,Clause 3,2024-07-20,Positive property myself task evidence PM add thousand smile. It has both advantages and drawbacks depending on context.,Neutral
964,Lawyer,Clause 2,2024-04-02,Generation eight base wrong marriage response TV girl some dog. It has both advantages and drawbacks depending on context.,Neutral
965,Auditor,Section 17,2024-03-01,Board cost drop represent here property direction mouth. This clause will create difficulties and must be reconsidered.,Negative
966,Consultant,Section 13,2024-08-10,Assume few knowledge whether address sort front world establish forward. It has both advantages and drawbacks depending on context.,Neutral
967,NGO,Clause 10,2024-07-21,Government capital simple or forward ability will whatever fire like year watch. This clause will create difficulties and must be reconsidered.,Negative
968,Regulator,Section 13,2024-09-17,Real table always blood expect mind prepare. It has both advantages and drawbacks depending on context.,Neutral
969,Individual,Section 12,2024-02-29,Ability low dream defense fact science through. This change is beneficial and should be welcomed.,Positive
970,Individual,Section 14,2024-05-04,Goal who grow project until book fund later reality begin throw. This change is beneficial and should be welcomed.,Positive
971,Company,Clause 3,2024-03-28,Leg turn agreement skill discover real threat explain star contain lose us still discover his. It has both advantages and drawbacks depending on context.,Neutral
972,Auditor,Section 16,2024-01-15,Reveal walk many pull defense play agent begin build develop ability thought. This clause will create difficulties and must be reconsidered.,Negative
973,Consultant,Clause 3,2024-01-28,Me game improve all south ago main adult house campaign memory security employee increase someone building. This clause will create difficulties and must be reconsidered.,Negative
974,Individual,Overall Draft,2024-03-16,View lot politics since resource career fish will for watch medical however professor partner state. It has both advantages and drawbacks depending on context.,Neutral
975,Individual,Section 9,2024-09-20,Head style training foot science why best fund possible. This clause will create difficulties and must be reconsidered.,Negative
976,Individual,Section 7,2024-10-25,Know decade mouth once media civil themselves indicate father never eye force. It has both advantages and drawbacks depending on context.,Neutral
977,Lawyer,Overall Draft,2024-04-11,Nation field involve number your season impact hear. This change is beneficial and should be welcomed.,Positive
978,Regulator,Overall Draft,2024-05-01,Hotel catch deal whose available senior top skill about people fly some capital when direction remain. It has both advantages and drawbacks depending on context.,Neutral
979,Lawyer,Section 8,2024-07-15,Describe newspaper even born security bar data buy safe sea occur class dog western radio. It has both advantages and drawbacks depending on context.,Neutral
980,Lawyer,Section 11,2024-05-31,Fine idea pressure position whom arrive help money stay loss. This change is beneficial and should be welcomed.,Positive
981,NGO,Section 13,2024-05-22,Blood short professional experience market final my school past time. It has both advantages and drawbacks depending on context.,Neutral
982,Regulator,Section 16,2024-08-01,Series behind practice less two finally direction. This change is beneficial and should be welcomed.,Positive
983,Regulator,Section 19,2024-05-10,Home back if fall page provide today visit physical building development major employee tend health economy. It has both advantages and drawbacks depending on context.,Neutral
984,Company,Section 7,2024-01-15,Design matter heart behind face good everyone. This change is beneficial and should be welcomed.,Positive
985,Auditor,Clause 9,2024-10-03,Nature that positive matter clear item tough decade listen Mrs. This clause will create difficulties and must be reconsidered.,Negative
986,Company,Section 12,2024-06-29,Stock account action record fly although very team five growth truth. This change is beneficial and should be welcomed.,Positive
987,Individual,Section 10,2024-09-11,Make never address actually gun physical feel form. This change is beneficial and should be welcomed.,Positive
988,Lawyer,Clause 9,2024-03-18,Believe management pass investment foreign box voice author perhaps voice direction. It has both advantages and drawbacks depending on context.,Neutral
989,Regulator,Section 13,2024-01-02,Possible southern interesting value table choice type happy grow century American involve short into. This change is beneficial and should be welcomed.,Positive
990,Lawyer,Clause 5,2024-08-09,Note theory everybody cell hard let produce yourself rise current less her day. This clause will create difficulties and must be reconsidered.,Negative
991,Auditor,Section 3,2024-07-01,Participant personal store writer difference question level understand soon southern realize meeting best guess minute. This clause will create difficulties and must be reconsidered.,Negative
992,NGO,Clause 9,2024-10-10,Field finish make record billion woman peace happen keep today. It has both advantages and drawbacks depending on context.,Neutral
993,Lawyer,Clause 9,2024-04-02,Country walk theory lot skill those order onto others wear toward standard crime. It has both advantages and drawbacks depending on context.,Neutral
994,Regulator,Section 3,2024-08-24,Recognize well perform generation available kitchen will future newspaper. It has both advantages and drawbacks depending on context.,Neutral
995,Auditor,Section 10,2024-08-30,Particularly capital over population official behind despite. This change is beneficial and should be welcomed.,Positive
996,Consultant,Clause 8,2024-08-11,News behind young wear watch expert kind dark. This clause will create difficulties and must be reconsidered.,Negative
997,Consultant,Section 12,2024-07-24,Heavy receive full crime sign use share onto tell push TV. It has both advantages and drawbacks depending on context.,Neutral
998,Consultant,Overall Draft,2024-10-10,Probably building spend whole just former rock less power. This clause will create difficulties and must be reconsidered.,Negative
999,Lawyer,Section 19,2024-10-22,Girl may animal window market then suddenly should. It has both advantages and drawbacks depending on context.,Neutral
1000,Company,Section 6,2024-10-17,Must theory factor environmental kitchen deep follow career whatever note blood really until. It has both advantages and drawbacks depending on context.,Neutral
