comment_id,stakeholder,provision_reference,date,comment_text,sentiment_label,cleaned,predicted_sentiment
140,Consultant,Clause 3,2024-04-17,Summer each compare book especially agree author rest out citizen face successful order happen grow feel. It has both advantages and drawbacks depending on context.,Neutral,summer compare book especially agree author rest citizen face successful order happen grow feel advantages drawbacks depending context,NEGATIVE
141,Individual,Clause 1,2024-08-18,Ten save it finally water clear general science food bring boy recently sure body alone summer. This change is beneficial and should be welcomed.,Positive,ten save finally water clear general science food bring boy recently sure body alone summer change beneficial welcomed,POSITIVE
142,Company,Section 6,2024-05-27,Former hour take move save happen car. This clause will create difficulties and must be reconsidered.,Negative,former hour take move save happen car clause create difficulties must reconsidered,NEGATIVE
143,Consultant,Section 13,2024-02-17,Not left there group recently enjoy person accept spend hair. It has both advantages and drawbacks depending on context.,Neutral,left group recently enjoy person accept spend hair advantages drawbacks depending context,NEGATIVE
144,Regulator,Section 16,2024-04-02,Whole friend book heart career where artist statement almost seven. It has both advantages and drawbacks depending on context.,Neutral,whole friend book heart career artist statement almost seven advantages drawbacks depending context,POSITIVE
145,Consultant,Clause 2,2024-08-13,Again improve game personal score recognize short business Congress three design foot. It has both advantages and drawbacks depending on context.,Neutral,improve game personal score recognize short business congress three design foot advantages drawbacks depending context,POSITIVE
146,Company,Section 13,2024-07-13,Alone tree authority political until money occur significant loss buy identify watch prepare heavy matter. It has both advantages and drawbacks depending on context.,Neutral,alone tree authority political money occur significant loss buy identify watch prepare heavy matter advantages drawbacks depending context,NEGATIVE
147,Company,Section 20,2024-10-02,Much defense fight meeting type because parent partner himself machine him. This change is beneficial and should be welcomed.,Positive,much defense fight meeting type parent partner machine change beneficial welcomed,POSITIVE
148,NGO,Section 2,2024-05-07,Beyond meeting administration fast information be person you collection. This change is beneficial and should be welcomed.,Positive,beyond meeting administration fast information person collection change beneficial welcomed,POSITIVE
149,Individual,Section 1,2024-05-06,National live model fire him picture skill difference particularly. This clause will create difficulties and must be reconsidered.,Negative,national live model fire picture skill difference particularly clause create difficulties must reconsidered,NEGATIVE
150,Consultant,Section 13,2024-05-13,Partner crime cultural individual significant opportunity opportunity wish claim movie rise reduce. This change is beneficial and should be welcomed.,Positive,partner crime cultural individual significant opportunity opportunity wish claim movie rise reduce change beneficial welcomed,POSITIVE
151,Regulator,Clause 5,2024-01-04,Federal contain necessary wrong someone benefit test candidate several full former product main best admit. This clause will create difficulties and must be reconsidered.,Negative,federal contain necessary wrong someone benefit test candidate several full former product main best admit clause create difficulties must reconsidered,NEGATIVE
152,Consultant,Clause 4,2024-02-28,Yes throughout create again feeling stay receive of. This change is beneficial and should be welcomed.,Positive,yes throughout create feeling stay receive change beneficial welcomed,POSITIVE
153,NGO,Clause 10,2024-02-25,Page some month approach friend phone after bed wall throughout employee address class most successful. This change is beneficial and should be welcomed.,Positive,page month approach friend phone bed wall throughout employee address class successful change beneficial welcomed,POSITIVE
